rows,snapshots,updates,unknown_actions,parse_errors,symbol_mismatches,out_of_order_rows,duplicate_timestamps,zero_size_deletions,gaps_over_100ms,gaps_over_1s,gaps_over_5s,archive_path,archive_size_bytes,archive_member_size_bytes,expected_symbol,expected_date,first_timestamp,last_timestamp,start_delay_ms,end_early_ms,observed_span_seconds,max_gap_ms,initial_ask_levels,initial_bid_levels,sample_count,sampled_crossed_books,sampled_empty_books
1987014,1440,1985574,0,0,0,0,0,205819,210382,23,0,ADA-USDT-L2orderbook-400lv-2024-04-08.tar.gz,45332056,319824640,ADA-USDT,2024-04-08,2024-04-08 00:00:00.006000+00:00,2024-04-08 23:59:59.478000+00:00,6,522,86399.472,2430,400,400,1440,0,0
