metric,observed,null_mean,null_std,null_p95,null_p99,empirical_p_value,observed_minus_null_mean,observed_to_null_mean_ratio,q_value_bh_fdr,above_null_p95,effect_size_pass,gate_pass
mean_pairwise_correlation,0.14345120669492367,0.001136978257261255,0.001985699351529117,0.004684446498588016,0.006875402177038511,0.002,0.14231422843766242,126.16882141657477,0.002,True,True,True
extreme_alignment_rate,0.26523972602739726,0.12628161574290134,0.0024833310941761826,0.13039954337899543,0.1327739726027397,0.002,0.13895811028449592,2.100382739538294,0.002,True,True,True
