aligned_rows,development_rows,oos_rows,event_rows,event_direction_matches,spot_flow_abs_oi_change_correlation,minimum_source_rows_per_bucket,maximum_source_rows_per_bucket
70079,35040,35039,3164,2456,-0.030035918660786254,1,8
