feature,lower,upper,mean,std
absolute_common_flow,0.0021484662960790974,0.7730721471836578,0.26024067634380676,0.18152250730053476
aligned_local_flow,-1.0,1.0,0.2604680679123808,0.5105132013831778
spread_bps,0.008235765285366651,3.9308176100624603,0.6651625722830249,0.7143545284782381
log_top10_depth,9.849607605747504,13.564533135870324,12.059953094445511,0.8785739914356235
aligned_book_imbalance,-0.9724897849848405,0.9816816971870127,0.009777522887074203,0.3695448009904301
utc_hour_sin,-0.9998476951563913,0.9998476951563913,2.164447286421364e-07,0.7071227480869887
utc_hour_cos,-0.9998476951563913,0.9998476951563913,-4.9598080021678325e-05,0.7070876811404605
