horizon_minutes,result_type,cost_bps,capacity_quote,event_count,mean_net_return,median_net_return,win_rate,t_stat
1,bootstrap_draw,8,10000,8870,-0.001076766374096406,,,
1,bootstrap_draw,8,10000,8870,-0.0010633964321383718,,,
1,bootstrap_draw,8,10000,8870,-0.001074491913058333,,,
1,bootstrap_draw,8,10000,8870,-0.001073844821522412,,,
1,bootstrap_draw,8,10000,8870,-0.00107032291736789,,,
1,bootstrap_draw,8,10000,8870,-0.0010750400462179383,,,
1,bootstrap_draw,8,10000,8870,-0.0010710071004816212,,,
1,bootstrap_draw,8,10000,8870,-0.0010698792106772388,,,
1,bootstrap_draw,8,10000,8870,-0.001072899857052001,,,
1,bootstrap_draw,8,10000,8870,-0.0010777561892188197,,,
1,bootstrap_draw,8,10000,8870,-0.0010802217278707705,,,
1,bootstrap_draw,8,10000,8870,-0.0010751047059776877,,,
1,bootstrap_draw,8,10000,8870,-0.0010756239232386792,,,
1,bootstrap_draw,8,10000,8870,-0.0010673412776528324,,,
1,bootstrap_draw,8,10000,8870,-0.0010725174970277508,,,
1,bootstrap_draw,8,10000,8870,-0.0010724669096682368,,,
1,bootstrap_draw,8,10000,8870,-0.0010791434550282768,,,
1,bootstrap_draw,8,10000,8870,-0.0010810279751853429,,,
1,bootstrap_draw,8,10000,8870,-0.001068604530984652,,,
1,bootstrap_draw,8,10000,8870,-0.0010733202678140418,,,
1,bootstrap_draw,8,10000,8870,-0.0010775169359552533,,,
1,bootstrap_draw,8,10000,8870,-0.001073644479643908,,,
1,bootstrap_draw,8,10000,8870,-0.0010686222659764665,,,
1,bootstrap_draw,8,10000,8870,-0.0010633015790256954,,,
1,bootstrap_draw,8,10000,8870,-0.0010685271203451164,,,
1,bootstrap_draw,8,10000,8870,-0.0010801315811567354,,,
1,bootstrap_draw,8,10000,8870,-0.0010730418057455823,,,
1,bootstrap_draw,8,10000,8870,-0.001068341611711487,,,
1,bootstrap_draw,8,10000,8870,-0.0010662531217932466,,,
1,bootstrap_draw,8,10000,8870,-0.0010747631756401186,,,
1,bootstrap_draw,8,10000,8870,-0.001074157711523623,,,
1,bootstrap_draw,8,10000,8870,-0.0010710999952951558,,,
1,bootstrap_draw,8,10000,8870,-0.001065351183353566,,,
1,bootstrap_draw,8,10000,8870,-0.0010757979181172089,,,
1,bootstrap_draw,8,10000,8870,-0.0010697712670874417,,,
1,bootstrap_draw,8,10000,8870,-0.0010693290461143928,,,
1,bootstrap_draw,8,10000,8870,-0.0010791666497935988,,,
1,bootstrap_draw,8,10000,8870,-0.0010689209605197919,,,
1,bootstrap_draw,8,10000,8870,-0.001074339078463612,,,
1,bootstrap_draw,8,10000,8870,-0.0010691198059871192,,,
1,bootstrap_draw,8,10000,8870,-0.0010728877972445068,,,
1,bootstrap_draw,8,10000,8870,-0.0010756310760880153,,,
1,bootstrap_draw,8,10000,8870,-0.0010712196676713785,,,
1,bootstrap_draw,8,10000,8870,-0.001072874341924625,,,
1,bootstrap_draw,8,10000,8870,-0.0010726096833622895,,,
1,bootstrap_draw,8,10000,8870,-0.001073228671233609,,,
1,bootstrap_draw,8,10000,8870,-0.0010695475214195312,,,
1,bootstrap_draw,8,10000,8870,-0.0010701474280848957,,,
1,bootstrap_draw,8,10000,8870,-0.001080633850067796,,,
1,bootstrap_draw,8,10000,8870,-0.0010676533559166974,,,
1,bootstrap_draw,8,10000,8870,-0.0010638370578486256,,,
1,bootstrap_draw,8,10000,8870,-0.0010747978596464345,,,
1,bootstrap_draw,8,10000,8870,-0.001064852845058642,,,
1,bootstrap_draw,8,10000,8870,-0.0010725757505657117,,,
