horizon_minutes,result_type,cost_bps,capacity_quote,event_count,mean_net_return,median_net_return,win_rate,t_stat
1,bootstrap_draw,8,10000,8870,-0.0010806343481397883,,,
1,bootstrap_draw,8,10000,8870,-0.0010717988505323979,,,
1,bootstrap_draw,8,10000,8870,-0.0010658665229860615,,,
1,bootstrap_draw,8,10000,8870,-0.0010708826460688217,,,
1,bootstrap_draw,8,10000,8870,-0.0010767416592371796,,,
1,bootstrap_draw,8,10000,8870,-0.0010735021096640567,,,
1,bootstrap_draw,8,10000,8870,-0.001071084462107779,,,
1,bootstrap_draw,8,10000,8870,-0.0010690626935196353,,,
1,bootstrap_draw,8,10000,8870,-0.0010714024725829961,,,
1,bootstrap_draw,8,10000,8870,-0.0010780254841865613,,,
1,bootstrap_draw,8,10000,8870,-0.001074636885436388,,,
1,bootstrap_draw,8,10000,8870,-0.0010652557999510303,,,
1,bootstrap_draw,8,10000,8870,-0.0010753064039957891,,,
1,bootstrap_draw,8,10000,8870,-0.0010705823365659106,,,
1,bootstrap_draw,8,10000,8870,-0.001071462397742822,,,
1,bootstrap_draw,8,10000,8870,-0.0010703879112395843,,,
1,bootstrap_draw,8,10000,8870,-0.0010627459019307717,,,
1,bootstrap_draw,8,10000,8870,-0.0010664467034766768,,,
1,bootstrap_draw,8,10000,8870,-0.0010750505896781517,,,
1,bootstrap_draw,8,10000,8870,-0.001076060013539935,,,
1,bootstrap_draw,8,10000,8870,-0.0010676773749460126,,,
1,bootstrap_draw,8,10000,8870,-0.0010681345218754039,,,
1,bootstrap_draw,8,10000,8870,-0.0010703417361637903,,,
1,bootstrap_draw,8,10000,8870,-0.0010696488145771755,,,
1,bootstrap_draw,8,10000,8870,-0.0010713156243836901,,,
1,bootstrap_draw,8,10000,8870,-0.001064295352720728,,,
1,bootstrap_draw,8,10000,8870,-0.0010712224948886675,,,
1,bootstrap_draw,8,10000,8870,-0.0010687685647253744,,,
1,bootstrap_draw,8,10000,8870,-0.0010668541795450083,,,
1,bootstrap_draw,8,10000,8870,-0.001067394140529081,,,
1,bootstrap_draw,8,10000,8870,-0.0010700559919314255,,,
1,bootstrap_draw,8,10000,8870,-0.0010831826531123025,,,
1,bootstrap_draw,8,10000,8870,-0.0010744813123894747,,,
1,bootstrap_draw,8,10000,8870,-0.0010631657151361057,,,
1,bootstrap_draw,8,10000,8870,-0.0010769520790631457,,,
1,bootstrap_draw,8,10000,8870,-0.001077257553298181,,,
1,bootstrap_draw,8,10000,8870,-0.001076591360997279,,,
1,bootstrap_draw,8,10000,8870,-0.0010741678316338842,,,
1,bootstrap_draw,8,10000,8870,-0.0010707139393343302,,,
1,bootstrap_draw,8,10000,8870,-0.0010774936993021879,,,
1,bootstrap_draw,8,10000,8870,-0.0010687066250410558,,,
1,bootstrap_draw,8,10000,8870,-0.0010663406452121535,,,
1,bootstrap_draw,8,10000,8870,-0.0010696106507705877,,,
1,bootstrap_draw,8,10000,8870,-0.0010696683352122713,,,
1,bootstrap_draw,8,10000,8870,-0.0010815012514676088,,,
1,bootstrap_draw,8,10000,8870,-0.0010619811637112369,,,
1,bootstrap_draw,8,10000,8870,-0.0010684107525980467,,,
1,bootstrap_draw,8,10000,8870,-0.0010721023015589817,,,
1,bootstrap_draw,8,10000,8870,-0.0010679872960103803,,,
1,bootstrap_draw,8,10000,8870,-0.0010737843914834166,,,
1,bootstrap_draw,8,10000,8870,-0.0010785886603350773,,,
1,bootstrap_draw,8,10000,8870,-0.0010673145739591033,,,
1,bootstrap_draw,8,10000,8870,-0.0010769977557171452,,,
1,bootstrap_draw,8,10000,8870,-0.0010766582417981476,,,
1,bootstrap_draw,8,10000,8870,-0.0010644588177845264,,,
1,bootstrap_draw,8,10000,8870,-0.0010645327071995918,,,
1,bootstrap_draw,8,10000,8870,-0.0010648994019999505,,,
1,bootstrap_draw,8,10000,8870,-0.0010686426133146936,,,
1,bootstrap_draw,8,10000,8870,-0.0010670184050596858,,,
1,bootstrap_draw,8,10000,8870,-0.001073510236008363,,,
1,bootstrap_draw,8,10000,8870,-0.001065325433434229,,,
1,bootstrap_draw,8,10000,8870,-0.0010720252395421748,,,
1,bootstrap_draw,8,10000,8870,-0.0010720884815483523,,,
1,bootstrap_draw,8,10000,8870,-0.0010697928370274274,,,
1,bootstrap_draw,8,10000,8870,-0.0010768701866409771,,,
1,bootstrap_draw,8,10000,8870,-0.0010707085478027492,,,
1,bootstrap_draw,8,10000,8870,-0.0010756892981872075,,,
1,bootstrap_draw,8,10000,8870,-0.001066011094425457,,,
1,bootstrap_draw,8,10000,8870,-0.0010739192353812217,,,
1,bootstrap_draw,8,10000,8870,-0.0010719516796039016,,,
1,bootstrap_draw,8,10000,8870,-0.0010612987608601997,,,
1,bootstrap_draw,8,10000,8870,-0.0010688180001154845,,,
1,bootstrap_draw,8,10000,8870,-0.0010693331817702685,,,
1,bootstrap_draw,8,10000,8870,-0.0010686630119332659,,,
1,bootstrap_draw,8,10000,8870,-0.0010594021149602677,,,
1,bootstrap_draw,8,10000,8870,-0.0010639388960105827,,,
1,bootstrap_draw,8,10000,8870,-0.001065164051510991,,,
1,bootstrap_draw,8,10000,8870,-0.0010663707396802546,,,
1,bootstrap_draw,8,10000,8870,-0.0010675439011284711,,,
1,bootstrap_draw,8,10000,8870,-0.0010738134798252506,,,
1,bootstrap_draw,8,10000,8870,-0.0010700756434870713,,,
1,bootstrap_draw,8,10000,8870,-0.0010730425589348827,,,
1,bootstrap_draw,8,10000,8870,-0.0010805357068430126,,,
1,bootstrap_draw,8,10000,8870,-0.0010685823104281847,,,
1,bootstrap_draw,8,10000,8870,-0.0010642287470980932,,,
1,bootstrap_draw,8,10000,8870,-0.0010659367516842396,,,
1,bootstrap_draw,8,10000,8870,-0.0010733718166138456,,,
1,bootstrap_draw,8,10000,8870,-0.0010736234618195643,,,
1,bootstrap_draw,8,10000,8870,-0.0010730643014114827,,,
1,bootstrap_draw,8,10000,8870,-0.0010709641787412859,,,
1,bootstrap_draw,8,10000,8870,-0.0010732831859448441,,,
1,bootstrap_draw,8,10000,8870,-0.0010664323160376533,,,
1,bootstrap_draw,8,10000,8870,-0.0010750246310944442,,,
1,bootstrap_draw,8,10000,8870,-0.0010704320458264694,,,
1,bootstrap_draw,8,10000,8870,-0.0010735502581922143,,,
1,bootstrap_draw,8,10000,8870,-0.001071261061704435,,,
1,bootstrap_draw,8,10000,8870,-0.0010805502690348285,,,
1,bootstrap_draw,8,10000,8870,-0.001064139383616662,,,
1,bootstrap_draw,8,10000,8870,-0.0010679600110672968,,,
1,bootstrap_draw,8,10000,8870,-0.0010697831887092196,,,
1,bootstrap_draw,8,10000,8870,-0.0010743767908744152,,,
1,bootstrap_draw,8,10000,8870,-0.001074047238358657,,,
1,bootstrap_draw,8,10000,8870,-0.0010774351180193927,,,
1,bootstrap_draw,8,10000,8870,-0.0010732621696399984,,,
1,bootstrap_draw,8,10000,8870,-0.0010770628220776752,,,
1,bootstrap_draw,8,10000,8870,-0.001063961206625712,,,
1,bootstrap_draw,8,10000,8870,-0.001081726334228115,,,
1,bootstrap_draw,8,10000,8870,-0.0010690888900498868,,,
1,bootstrap_draw,8,10000,8870,-0.001072463163579579,,,
1,bootstrap_draw,8,10000,8870,-0.0010750808120780244,,,
1,bootstrap_draw,8,10000,8870,-0.0010690303226659256,,,
1,bootstrap_draw,8,10000,8870,-0.001079139030237546,,,
1,bootstrap_draw,8,10000,8870,-0.0010662539981005955,,,
1,bootstrap_draw,8,10000,8870,-0.0010657198784173982,,,
1,bootstrap_draw,8,10000,8870,-0.001076919291432316,,,
1,bootstrap_draw,8,10000,8870,-0.0010713106249289053,,,
1,bootstrap_draw,8,10000,8870,-0.0010679121626942353,,,
1,bootstrap_draw,8,10000,8870,-0.0010768191459834783,,,
1,bootstrap_draw,8,10000,8870,-0.0010721869773512272,,,
1,bootstrap_draw,8,10000,8870,-0.0010682006117212512,,,
1,bootstrap_draw,8,10000,8870,-0.0010705831591920525,,,
1,bootstrap_draw,8,10000,8870,-0.0010752923505102717,,,
1,bootstrap_draw,8,10000,8870,-0.001063265274298535,,,
1,bootstrap_draw,8,10000,8870,-0.0010713097652660377,,,
1,bootstrap_draw,8,10000,8870,-0.001075841500668032,,,
1,bootstrap_draw,8,10000,8870,-0.0010836992287348733,,,
1,bootstrap_draw,8,10000,8870,-0.0010727058898569995,,,
1,bootstrap_draw,8,10000,8870,-0.0010667157457307278,,,
1,bootstrap_draw,8,10000,8870,-0.0010691440721990676,,,
1,bootstrap_draw,8,10000,8870,-0.0010753109386120831,,,
1,bootstrap_draw,8,10000,8870,-0.0010702242416585825,,,
1,bootstrap_draw,8,10000,8870,-0.001076145401942782,,,
1,bootstrap_draw,8,10000,8870,-0.0010727928657422571,,,
1,bootstrap_draw,8,10000,8870,-0.001070071448818116,,,
1,bootstrap_draw,8,10000,8870,-0.0010618309702457305,,,
1,bootstrap_draw,8,10000,8870,-0.0010715822465254823,,,
1,bootstrap_draw,8,10000,8870,-0.0010770747755216076,,,
1,bootstrap_draw,8,10000,8870,-0.0010730612017841436,,,
1,bootstrap_draw,8,10000,8870,-0.0010757990299141078,,,
1,bootstrap_draw,8,10000,8870,-0.0010698033167314993,,,
1,bootstrap_draw,8,10000,8870,-0.0010760541136109027,,,
1,bootstrap_draw,8,10000,8870,-0.0010754500368064207,,,
1,bootstrap_draw,8,10000,8870,-0.0010828063882279543,,,
1,bootstrap_draw,8,10000,8870,-0.0010713436864742281,,,
1,bootstrap_draw,8,10000,8870,-0.0010722765706982862,,,
1,bootstrap_draw,8,10000,8870,-0.0010706903620310007,,,
1,bootstrap_draw,8,10000,8870,-0.0010737863422806393,,,
1,bootstrap_draw,8,10000,8870,-0.001074970123626616,,,
1,bootstrap_draw,8,10000,8870,-0.0010716987949552768,,,
1,bootstrap_draw,8,10000,8870,-0.0010718323785166774,,,
1,bootstrap_draw,8,10000,8870,-0.0010743749152275282,,,
1,bootstrap_draw,8,10000,8870,-0.0010752445949901086,,,
1,bootstrap_draw,8,10000,8870,-0.0010648896904720845,,,
1,bootstrap_draw,8,10000,8870,-0.0010762280265768501,,,
1,bootstrap_draw,8,10000,8870,-0.001074271119700112,,,
1,bootstrap_draw,8,10000,8870,-0.0010718886063124423,,,
1,bootstrap_draw,8,10000,8870,-0.0010766860299127594,,,
1,bootstrap_draw,8,10000,8870,-0.001066234313438389,,,
1,bootstrap_draw,8,10000,8870,-0.0010701728073192185,,,
1,bootstrap_draw,8,10000,8870,-0.0010690111833025825,,,
1,bootstrap_draw,8,10000,8870,-0.001073768630977864,,,
1,bootstrap_draw,8,10000,8870,-0.0010719736499910499,,,
1,bootstrap_draw,8,10000,8870,-0.0010666749483249371,,,
1,bootstrap_draw,8,10000,8870,-0.0010620875370758382,,,
1,bootstrap_draw,8,10000,8870,-0.0010686493435590192,,,
1,bootstrap_draw,8,10000,8870,-0.0010746539228962647,,,
1,bootstrap_draw,8,10000,8870,-0.0010734105944124233,,,
1,bootstrap_draw,8,10000,8870,-0.001069366712235936,,,
1,bootstrap_draw,8,10000,8870,-0.0010785213940968572,,,
1,bootstrap_draw,8,10000,8870,-0.0010745688532793139,,,
1,bootstrap_draw,8,10000,8870,-0.0010705903427629384,,,
1,bootstrap_draw,8,10000,8870,-0.0010739156647760263,,,
1,bootstrap_draw,8,10000,8870,-0.001074659926798386,,,
1,bootstrap_draw,8,10000,8870,-0.0010786985793293689,,,
1,bootstrap_draw,8,10000,8870,-0.001082420150076723,,,
1,bootstrap_draw,8,10000,8870,-0.0010637715871582984,,,
1,bootstrap_draw,8,10000,8870,-0.0010770675982893969,,,
1,bootstrap_draw,8,10000,8870,-0.0010730128244064864,,,
1,bootstrap_draw,8,10000,8870,-0.0010690407709399775,,,
1,bootstrap_draw,8,10000,8870,-0.001070458012909848,,,
1,bootstrap_draw,8,10000,8870,-0.0010666810572972831,,,
1,bootstrap_draw,8,10000,8870,-0.0010811417130534141,,,
1,bootstrap_draw,8,10000,8870,-0.0010721500036529183,,,
1,bootstrap_draw,8,10000,8870,-0.001071164520643214,,,
1,bootstrap_draw,8,10000,8870,-0.0010713362035850063,,,
1,bootstrap_draw,8,10000,8870,-0.0010731297479394948,,,
1,bootstrap_draw,8,10000,8870,-0.001071253964110081,,,
1,bootstrap_draw,8,10000,8870,-0.001076780149393732,,,
1,bootstrap_draw,8,10000,8870,-0.0010780863766682454,,,
1,bootstrap_draw,8,10000,8870,-0.0010725409958439475,,,
1,bootstrap_draw,8,10000,8870,-0.0010712383209093867,,,
1,bootstrap_draw,8,10000,8870,-0.001070277582193253,,,
1,bootstrap_draw,8,10000,8870,-0.001075856212059424,,,
1,bootstrap_draw,8,10000,8870,-0.001069983467780392,,,
1,bootstrap_draw,8,10000,8870,-0.001070580080666054,,,
1,bootstrap_draw,8,10000,8870,-0.0010756580013220344,,,
1,bootstrap_draw,8,10000,8870,-0.0010735919566292628,,,
1,bootstrap_draw,8,10000,8870,-0.0010739294770169222,,,
1,bootstrap_draw,8,10000,8870,-0.0010733011370270642,,,
1,bootstrap_draw,8,10000,8870,-0.0010777721075659868,,,
1,bootstrap_draw,8,10000,8870,-0.0010689760874335742,,,
1,bootstrap_draw,8,10000,8870,-0.0010727720043853623,,,
1,bootstrap_draw,8,10000,8870,-0.0010758623672785343,,,
1,bootstrap_draw,8,10000,8870,-0.001069947918632073,,,
1,bootstrap_draw,8,10000,8870,-0.001072579980514579,,,
1,bootstrap_draw,8,10000,8870,-0.0010742324094586378,,,
1,bootstrap_draw,8,10000,8870,-0.0010656805343484252,,,
1,bootstrap_draw,8,10000,8870,-0.0010802446063505565,,,
1,bootstrap_draw,8,10000,8870,-0.0010750674646315863,,,
1,bootstrap_draw,8,10000,8870,-0.001063939121768153,,,
1,bootstrap_draw,8,10000,8870,-0.0010733462721980484,,,
1,bootstrap_draw,8,10000,8870,-0.0010670621405548658,,,
1,bootstrap_draw,8,10000,8870,-0.0010728107799179106,,,
1,bootstrap_draw,8,10000,8870,-0.0010727806529031699,,,
1,bootstrap_draw,8,10000,8870,-0.0010679747020915962,,,
1,bootstrap_draw,8,10000,8870,-0.0010747712114192824,,,
1,bootstrap_draw,8,10000,8870,-0.0010743518437805748,,,
1,bootstrap_draw,8,10000,8870,-0.001073003688080066,,,
1,bootstrap_draw,8,10000,8870,-0.0010766859002618837,,,
1,bootstrap_draw,8,10000,8870,-0.0010744150788863788,,,
1,bootstrap_draw,8,10000,8870,-0.0010705414945193794,,,
1,bootstrap_draw,8,10000,8870,-0.0010692704394364586,,,
1,bootstrap_draw,8,10000,8870,-0.0010741898519814764,,,
1,bootstrap_draw,8,10000,8870,-0.0010735427095894014,,,
1,bootstrap_draw,8,10000,8870,-0.0010723746730542719,,,
1,bootstrap_draw,8,10000,8870,-0.0010720568690485406,,,
1,bootstrap_draw,8,10000,8870,-0.0010718046029654618,,,
1,bootstrap_draw,8,10000,8870,-0.001072007143885187,,,
1,bootstrap_draw,8,10000,8870,-0.0010665630719071573,,,
1,bootstrap_draw,8,10000,8870,-0.0010676227194923232,,,
1,bootstrap_draw,8,10000,8870,-0.0010680987884685985,,,
1,bootstrap_draw,8,10000,8870,-0.0010697169068524723,,,
1,bootstrap_draw,8,10000,8870,-0.0010731637117421013,,,
1,bootstrap_draw,8,10000,8870,-0.0010744519839406001,,,
1,bootstrap_draw,8,10000,8870,-0.0010714703120492238,,,
1,bootstrap_draw,8,10000,8870,-0.0010789131313414854,,,
1,bootstrap_draw,8,10000,8870,-0.001079622057218263,,,
1,bootstrap_draw,8,10000,8870,-0.0010668296365859628,,,
1,bootstrap_draw,8,10000,8870,-0.0010764745124658532,,,
1,bootstrap_draw,8,10000,8870,-0.0010680438111249763,,,
1,bootstrap_draw,8,10000,8870,-0.0010666431984425598,,,
1,bootstrap_draw,8,10000,8870,-0.0010626171389739219,,,
1,bootstrap_draw,8,10000,8870,-0.0010696413954844246,,,
1,bootstrap_draw,8,10000,8870,-0.0010783367564927032,,,
1,bootstrap_draw,8,10000,8870,-0.001071823764780007,,,
1,bootstrap_draw,8,10000,8870,-0.0010754069016745786,,,
1,bootstrap_draw,8,10000,8870,-0.0010728003352078724,,,
1,bootstrap_draw,8,10000,8870,-0.0010710126105321607,,,
1,bootstrap_draw,8,10000,8870,-0.00107507237824104,,,
1,bootstrap_draw,8,10000,8870,-0.0010765321110808264,,,
1,bootstrap_draw,8,10000,8870,-0.0010722629459159168,,,
1,bootstrap_draw,8,10000,8870,-0.0010655367892231378,,,
1,bootstrap_draw,8,10000,8870,-0.0010712138007726046,,,
1,bootstrap_draw,8,10000,8870,-0.0010715739689011112,,,
1,bootstrap_draw,8,10000,8870,-0.0010761116690861479,,,
1,bootstrap_draw,8,10000,8870,-0.0010760841557162315,,,
1,bootstrap_draw,8,10000,8870,-0.0010756689593599143,,,
1,bootstrap_draw,8,10000,8870,-0.001075090569442269,,,
1,bootstrap_draw,8,10000,8870,-0.001064770217191498,,,
1,bootstrap_draw,8,10000,8870,-0.0010715254196241592,,,
1,bootstrap_draw,8,10000,8870,-0.0010762528024636409,,,
1,bootstrap_draw,8,10000,8870,-0.0010691980988599527,,,
1,bootstrap_draw,8,10000,8870,-0.0010738642497939651,,,
1,bootstrap_draw,8,10000,8870,-0.0010736542434282574,,,
1,bootstrap_draw,8,10000,8870,-0.001066815456814116,,,
1,bootstrap_draw,8,10000,8870,-0.0010659414375072675,,,
1,bootstrap_draw,8,10000,8870,-0.0010718840173113908,,,
1,bootstrap_draw,8,10000,8870,-0.0010711741829338643,,,
1,bootstrap_draw,8,10000,8870,-0.0010739672783008714,,,
1,bootstrap_draw,8,10000,8870,-0.0010745086540736683,,,
1,bootstrap_draw,8,10000,8870,-0.001075243353698818,,,
1,bootstrap_draw,8,10000,8870,-0.0010717072295501789,,,
1,bootstrap_draw,8,10000,8870,-0.0010759011826393038,,,
1,bootstrap_draw,8,10000,8870,-0.0010783873632208081,,,
1,bootstrap_draw,8,10000,8870,-0.001078624749731037,,,
1,bootstrap_draw,8,10000,8870,-0.001074443707688252,,,
1,bootstrap_draw,8,10000,8870,-0.0010718332824092719,,,
1,bootstrap_draw,8,10000,8870,-0.00107708907737902,,,
1,bootstrap_draw,8,10000,8870,-0.001071130555246287,,,
1,bootstrap_draw,8,10000,8870,-0.001061924988021923,,,
1,bootstrap_draw,8,10000,8870,-0.0010673401173870248,,,
1,bootstrap_draw,8,10000,8870,-0.001068864063745939,,,
1,bootstrap_draw,8,10000,8870,-0.001069003355830975,,,
1,bootstrap_draw,8,10000,8870,-0.0010697727660502504,,,
1,bootstrap_draw,8,10000,8870,-0.0010692075385259972,,,
1,bootstrap_draw,8,10000,8870,-0.0010705772680916525,,,
1,bootstrap_draw,8,10000,8870,-0.0010706896912890188,,,
1,bootstrap_draw,8,10000,8870,-0.0010744694528729045,,,
1,bootstrap_draw,8,10000,8870,-0.001069784677388981,,,
1,bootstrap_draw,8,10000,8870,-0.0010725864888038077,,,
1,bootstrap_draw,8,10000,8870,-0.001069238270230434,,,
1,bootstrap_draw,8,10000,8870,-0.001076792485885898,,,
1,bootstrap_draw,8,10000,8870,-0.0010737527955262424,,,
1,bootstrap_draw,8,10000,8870,-0.0010680668350385684,,,
1,bootstrap_draw,8,10000,8870,-0.0010800871516107242,,,
1,bootstrap_draw,8,10000,8870,-0.0010865006849136443,,,
1,bootstrap_draw,8,10000,8870,-0.0010751757582487859,,,
1,bootstrap_draw,8,10000,8870,-0.0010643405321918101,,,
1,bootstrap_draw,8,10000,8870,-0.0010713991073965663,,,
1,bootstrap_draw,8,10000,8870,-0.0010660849359492974,,,
1,bootstrap_draw,8,10000,8870,-0.0010728613261332136,,,
1,bootstrap_draw,8,10000,8870,-0.0010625342792331962,,,
1,bootstrap_draw,8,10000,8870,-0.0010720745474849583,,,
1,bootstrap_draw,8,10000,8870,-0.0010745130975245674,,,
1,bootstrap_draw,8,10000,8870,-0.0010690466041908468,,,
1,bootstrap_draw,8,10000,8870,-0.001076556793874248,,,
1,bootstrap_draw,8,10000,8870,-0.001076315311626594,,,
1,bootstrap_draw,8,10000,8870,-0.0010622977277037569,,,
1,bootstrap_draw,8,10000,8870,-0.0010749773897654126,,,
1,bootstrap_draw,8,10000,8870,-0.0010717130138042346,,,
1,bootstrap_draw,8,10000,8870,-0.0010732043440056177,,,
1,bootstrap_draw,8,10000,8870,-0.0010703127681598555,,,
1,bootstrap_draw,8,10000,8870,-0.0010804819885426068,,,
1,bootstrap_draw,8,10000,8870,-0.0010593527666837555,,,
1,bootstrap_draw,8,10000,8870,-0.0010674723185398046,,,
1,bootstrap_draw,8,10000,8870,-0.0010750930315223369,,,
1,bootstrap_draw,8,10000,8870,-0.0010726506332161944,,,
1,bootstrap_draw,8,10000,8870,-0.001077449527310476,,,
1,bootstrap_draw,8,10000,8870,-0.0010670503225593939,,,
1,bootstrap_draw,8,10000,8870,-0.0010746150073069598,,,
1,bootstrap_draw,8,10000,8870,-0.001070236409567786,,,
1,bootstrap_draw,8,10000,8870,-0.0010798745168810622,,,
1,bootstrap_draw,8,10000,8870,-0.0010687639236173847,,,
1,bootstrap_draw,8,10000,8870,-0.0010670787344373176,,,
1,bootstrap_draw,8,10000,8870,-0.0010646122330957757,,,
1,bootstrap_draw,8,10000,8870,-0.0010645748013978027,,,
1,bootstrap_draw,8,10000,8870,-0.00107517536604179,,,
1,bootstrap_draw,8,10000,8870,-0.0010836846484114685,,,
1,bootstrap_draw,8,10000,8870,-0.0010696618546279803,,,
1,bootstrap_draw,8,10000,8870,-0.0010760353033170994,,,
1,bootstrap_draw,8,10000,8870,-0.0010723036680119185,,,
1,bootstrap_draw,8,10000,8870,-0.00107136841821123,,,
1,bootstrap_draw,8,10000,8870,-0.0010785747518273455,,,
1,bootstrap_draw,8,10000,8870,-0.0010733604110915718,,,
1,bootstrap_draw,8,10000,8870,-0.0010842739377258208,,,
1,bootstrap_draw,8,10000,8870,-0.0010658497578107833,,,
1,bootstrap_draw,8,10000,8870,-0.001068465815530456,,,
1,bootstrap_draw,8,10000,8870,-0.0010725770214598427,,,
1,bootstrap_draw,8,10000,8870,-0.001071142688228829,,,
1,bootstrap_draw,8,10000,8870,-0.0010692164761886547,,,
1,bootstrap_draw,8,10000,8870,-0.001068651742119858,,,
1,bootstrap_draw,8,10000,8870,-0.0010690956990349674,,,
1,bootstrap_draw,8,10000,8870,-0.0010683388654130078,,,
1,bootstrap_draw,8,10000,8870,-0.0010757070175938714,,,
1,bootstrap_draw,8,10000,8870,-0.001064409238229737,,,
1,bootstrap_draw,8,10000,8870,-0.0010739424437985763,,,
1,bootstrap_draw,8,10000,8870,-0.0010801282553374513,,,
1,bootstrap_draw,8,10000,8870,-0.0010764829418101968,,,
1,bootstrap_draw,8,10000,8870,-0.001073906147494604,,,
1,bootstrap_draw,8,10000,8870,-0.0010719041232486427,,,
1,bootstrap_draw,8,10000,8870,-0.001072599307501376,,,
1,bootstrap_draw,8,10000,8870,-0.0010774791326994208,,,
1,bootstrap_draw,8,10000,8870,-0.0010761271459540588,,,
1,bootstrap_draw,8,10000,8870,-0.0010741753957764937,,,
1,bootstrap_draw,8,10000,8870,-0.0010684359532669397,,,
1,bootstrap_draw,8,10000,8870,-0.0010724360030590263,,,
1,bootstrap_draw,8,10000,8870,-0.001067080134555261,,,
1,bootstrap_draw,8,10000,8870,-0.0010770107800307715,,,
1,bootstrap_draw,8,10000,8870,-0.0010758566041612332,,,
1,bootstrap_draw,8,10000,8870,-0.001072557076641094,,,
1,bootstrap_draw,8,10000,8870,-0.0010677949280518079,,,
1,bootstrap_draw,8,10000,8870,-0.0010655393321280524,,,
1,bootstrap_draw,8,10000,8870,-0.0010725771507094626,,,
1,bootstrap_draw,8,10000,8870,-0.0010739583160111598,,,
1,bootstrap_draw,8,10000,8870,-0.0010627245381518494,,,
1,bootstrap_draw,8,10000,8870,-0.0010695948561670738,,,
1,bootstrap_draw,8,10000,8870,-0.0010764182791331742,,,
1,bootstrap_draw,8,10000,8870,-0.0010649610547916707,,,
1,bootstrap_draw,8,10000,8870,-0.0010688744013346789,,,
1,bootstrap_draw,8,10000,8870,-0.0010688622084828446,,,
1,bootstrap_draw,8,10000,8870,-0.0010697281052007468,,,
1,bootstrap_draw,8,10000,8870,-0.0010708648792009455,,,
1,bootstrap_draw,8,10000,8870,-0.0010692130434080793,,,
1,bootstrap_draw,8,10000,8870,-0.0010710622310775243,,,
1,bootstrap_draw,8,10000,8870,-0.0010753229901983253,,,
1,bootstrap_draw,8,10000,8870,-0.0010663328392342423,,,
1,bootstrap_draw,8,10000,8870,-0.0010655415367698884,,,
1,bootstrap_draw,8,10000,8870,-0.001069641734409307,,,
1,bootstrap_draw,8,10000,8870,-0.0010643431025072452,,,
1,bootstrap_draw,8,10000,8870,-0.0010736448896270826,,,
1,bootstrap_draw,8,10000,8870,-0.0010796390588395152,,,
1,bootstrap_draw,8,10000,8870,-0.0010721502072380757,,,
1,bootstrap_draw,8,10000,8870,-0.0010768633526369413,,,
1,bootstrap_draw,8,10000,8870,-0.00106799404906416,,,
1,bootstrap_draw,8,10000,8870,-0.0010721430324364426,,,
1,bootstrap_draw,8,10000,8870,-0.0010732249643720649,,,
1,bootstrap_draw,8,10000,8870,-0.0010779867897548808,,,
1,bootstrap_draw,8,10000,8870,-0.0010650758770566107,,,
1,bootstrap_draw,8,10000,8870,-0.001072241179260651,,,
1,bootstrap_draw,8,10000,8870,-0.0010754278231109643,,,
1,bootstrap_draw,8,10000,8870,-0.0010675590060861054,,,
1,bootstrap_draw,8,10000,8870,-0.0010716638047203655,,,
1,bootstrap_draw,8,10000,8870,-0.001077146083123322,,,
1,bootstrap_draw,8,10000,8870,-0.0010739895829298262,,,
1,bootstrap_draw,8,10000,8870,-0.0010727620971250752,,,
1,bootstrap_draw,8,10000,8870,-0.0010786461624899312,,,
1,bootstrap_draw,8,10000,8870,-0.0010699057078908997,,,
5,midpoint,4,0,9896,-0.00037624999953157485,-0.00037336824534213686,0.17016976556184316,-75.97343706176555
5,midpoint,8,0,9896,-0.0007762499995315749,-0.0007733682453421369,0.04830234438156831,-156.74253968645797
5,midpoint,12,0,9896,-0.0011762499995315746,-0.0011733682453421367,0.015258690379951496,-237.51164231115027
5,top10_sweep,4,10000,8937,-0.0006602555561226619,-0.0006555565951163074,0.06814367237327962,-125.5374579846914
5,top10_sweep,8,10000,8937,-0.001060255556122662,-0.0010555565951163074,0.019917198164932304,-201.59131732479767
5,top10_sweep,12,10000,8937,-0.0014602555561226615,-0.0014555565951163074,0.006154190444220655,-277.64517666490383
5,top10_sweep,4,50000,1476,-0.0010081084358700514,-0.0009889484302418757,0.02168021680216802,-80.02802983128728
5,top10_sweep,8,50000,1476,-0.0014081084358700514,-0.0013889484302418756,0.008807588075880758,-111.78176860928643
5,top10_sweep,12,50000,1476,-0.0018081084358700513,-0.0017889484302418756,0.0027100271002710027,-143.5355073872856
5,top10_sweep,4,100000,191,-0.0013723300702761748,-0.0013546955697655734,0.005235602094240838,-36.14688811045309
5,top10_sweep,8,100000,191,-0.0017723300702761743,-0.0017546955697655734,0.0,-46.682804765891134
5,top10_sweep,12,100000,191,-0.0021723300702761743,-0.002154695569765573,0.0,-57.21872142132921
5,bootstrap_draw,8,10000,8937,-0.0010555487379187653,,,
5,bootstrap_draw,8,10000,8937,-0.0010543874470195945,,,
5,bootstrap_draw,8,10000,8937,-0.0010692512514520775,,,
5,bootstrap_draw,8,10000,8937,-0.001067256761331415,,,
5,bootstrap_draw,8,10000,8937,-0.0010539208115171966,,,
5,bootstrap_draw,8,10000,8937,-0.001054043350426649,,,
5,bootstrap_draw,8,10000,8937,-0.001060875616441426,,,
5,bootstrap_draw,8,10000,8937,-0.0010635481921292148,,,
