draw,beta_binance_to_okx,beta_okx_to_binance,beta_difference_bo_minus_ob
35,-0.009211243884458138,-0.0527759087620289,0.04356466487757076
36,-0.02653723249607036,-0.03285122923152733,0.0063139967354569684
37,-0.017972358649977357,-0.03737838752119099,0.019406028871213635
38,-0.024090437029136626,-0.03496623338126494,0.010875796352128316
39,-0.016702954551553323,-0.034966083016447866,0.018263128464894543
40,-0.02611645744601158,-0.04606963191193181,0.019953174465920227
41,-0.012895344943320883,-0.030878340062155195,0.017982995118834312
42,-0.013049018048773658,-0.02601900347843981,0.012969985429666153
43,-0.012379486404562356,-0.03549518932720338,0.02311570292264102
44,-0.0035091340648931387,-0.03168230437413534,0.028173170309242202
45,-0.009641897205810504,-0.03672673242971628,0.027084835223905777
46,-0.0015610490373423628,-0.04390338904227736,0.042342340004935
47,-0.016243023352127697,-0.04175976829153757,0.02551674493940987
48,-0.010948766385775676,-0.03810773967429077,0.027158973288515097
49,-0.016259543270444606,-0.0340512512060313,0.017791707935586695
50,-0.010583064542077776,-0.03536323932580041,0.024780174783722637
51,-0.012917768884049722,-0.03424557551984362,0.021327806635793898
52,-0.018713733951592322,-0.03439965657767622,0.015685922626083898
53,-0.007790616280622849,-0.031913266188914886,0.02412264990829204
54,-0.006697244820643874,-0.04597217208501565,0.039274927264371776
55,-0.019516449970021756,-0.03659154537412048,0.017075095404098725
56,-0.0049149067442037404,-0.05241681431160399,0.04750190756740025
57,-0.01518643803463883,-0.05029322861943801,0.03510679058479918
58,-0.01062727005470507,-0.03883853211477142,0.02821126206006635
59,-0.017638785073200738,-0.04475981613606826,0.027121031062867524
60,-0.0013517550532587473,-0.04909755144617485,0.0477457963929161
61,-0.007240474334733666,-0.04027245910365549,0.03303198476892182
62,-0.022535176310790363,-0.028226288399493704,0.0056911120887033415
63,-0.018811536062436372,-0.025631809332816714,0.006820273270380341
64,-0.013117159499244252,-0.028609211710588885,0.015492052211344634
65,-0.011752698684009376,-0.035309274350270176,0.0235565756662608
66,-0.016368738883404604,-0.056208791273334384,0.039840052389929784
67,-0.010828402370343137,-0.026009319003794485,0.015180916633451348
68,-0.018898316681712532,-0.036056329955114035,0.017158013273401503
69,-0.00756736170932463,-0.046398894294821566,0.03883153258549694
70,-0.018856324333363594,-0.020645458762371012,0.0017891344290074176
71,-0.0077380579599484215,-0.0416174094314575,0.033879351471509084
72,-0.012306356187995651,-0.04057012886227049,0.028263772674274837
73,-0.014899275668172932,-0.028170483728224515,0.013271208060051583
74,-0.019873989429202616,-0.03480522162195881,0.014931232192756192
